PI7,ID,KST_Number,S19_1,S19_3,S19_4,S20_1,S20_3,S20_12,S20_13,S20_14,S20_15,S20_16,S20_18,S20_1_1,S20_1_2,S20_1_3,S20_2_1,S20_2_2,S20_2_3,S20_2_4,S20_2_5,S20_2_5_4,S20_2_5_0,S20_2_5_1,S20_2_5_2,S20_2_5_3,S20_2_5_97,S20_2_5_98,S20_3_1,S20_3_2,S20_3_3,S20_3_4,S20_3_5,S20_3_6,S20_3_6_0,S20_3_6_1,S20_3_6_2,S20_3_6_3,S20_3_6_4,S20_3_6_5,S20_3_6_6,S20_3_6_7,S20_3_6_8,S20_3_6_9,S20_3_6_97,S20_3_6_98,S20_3_7,S20_3_8,S20_3_9,S20_4_1,S20_4_2,S20_4_3,S20_4_3_1,S20_4_3_2,S20_4_3_3,S20_4_3_4,S20_4_3_5,S20_4_3_6,S20_4_3_7,S20_4_3_8,S20_4_3_97,S20_4_3_98,S20_4_5,S20_5_1,S20_5_2,S20_5_3,S20_5_4,S20_5_5,Additional_Record_Flag,KST_ID
8CBEF26A-BCDC-4174-9C06-96F792CA8D49,180,242,Maternal Uncle,Yes,33,No,,Don't Know,Yes,1<3 Hours,Matatu,250-499 KSH, ,Employed Full Time,15000-19999,Average,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,Yes,Yes,2000 Kshs Or More,Half Of All Expenses,Regularly Every Month,1 2,No,Yes,Yes,No,No,No,No,No,No,No,No,No, ,2000 Kshs Or More,Satisfied,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,180242
8CBEF26A-BCDC-4174-9C06-96F792CA8D49,180,73,Maternal Grandfather,Yes,Don't Know,No,,No,Yes,3<6 Hours,Matatu,500-999 KSH, ,Employed Full Time,7500-9999,Average,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,Yes,No,,,,1 2 3 5,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No, ,2000 Kshs Or More,Satisfied,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,180073
8CBEF26A-BCDC-4174-9C06-96F792CA8D49,180,3,Sibling (Sister),Yes,11,Yes,,No,,,,, ,,,Average,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,1 2 3 4 5 6 7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Satisfied,Don't Know,Agree,Don't Know,Agree,Yes,No,180003
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,12,Sibling (Sister),Yes,7,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,156012
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,234,Maternal Aunt,Yes,17,No,,No,Yes,< 1 Hour,Matatu,50-99 KSH, ,Not Employed And Not Looking For Work,,Poor,1-3 Times In A Month,Not At All,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Somewhat Agree,Don't Know,No,156234
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,156075
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,73,Maternal Grandfather,Yes,60,Yes,,No,,,,, ,Employed Part Time,1000-2499,Poor,,,,, ,,,,,,,,Yes,Yes,< 500 Kshs,Less Than Half Of All Expenses,Regularly Every Month,4 6,No,No,No,No,Yes,No,Yes,No,No,No,No,No, ,< 500 Kshs,Satisfied,Yes,3-5 Hours,1 6,Yes,No,No,No,No,Yes,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,156073
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,35,Maternal Aunt,Yes,14,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Very Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Don't Know,Yes,No,156035
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,72,Maternal Grandmother,Yes,54,Yes,,No,,,,, ,Employed Full Time,5000-7499,Average,,,,, ,,,,,,,,Yes,Yes,500-999 Kshs,Half Of All Expenses,Regularly Every Month,1 3 4 5 6,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No, ,1000-1999 Kshs,Satisfied,Yes,5-9 Hours,2 3 7,No,Yes,Yes,No,No,No,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,156072
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,32,Maternal Aunt,Yes,32,No,,No,Yes,< 1 Hour,Matatu,100-249 KSH, ,Employed Part Time,Don't Know,Average,1-3 Times In A Month,Somewhat,Not In The last Month,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Agree,Don't Know,No,156032
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,42,Maternal Uncle,Yes,19,No,,No,Yes,< 1 Hour,Matatu,100-249 KSH, ,Employed Full Time,Don't Know,Average,1-3 Times In A Month,Somewhat,Not In The last Month,Once A Week,0,No,Yes,No,No,No,No,No,Yes,Yes,500-999 Kshs,Less Than Half Of All Expenses,A Few Times A Year,4,No,No,No,No,Yes,No,No,No,No,No,No,No, ,< 500 Kshs,Satisfied,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,156042
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,33,Maternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,156033
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,1,Biological Father,Yes,30,No,,Don't Know,No,,,, ,Employed Full Time,Don't Know,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,156001
3DE0EE3F-E107-4585-AFAE-A1AE0798D339,156,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,156074
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,74,Paternal Grandmother,Yes,98,No,,No,No,,,, ,Don't Know,,Don't Know,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Yes,No,317074
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,75, Paternal Grandfather,Yes,98,No,,Don't Know,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Don't Know,,Don't Know,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Don't Know,Don't Know,Don't Know,No,317075
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,33,Maternal Aunt,Yes,17,No,,Don't Know,,,,, ,Don't Know,,Average,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Agree,Yes,No,317033
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,62,Paternal Uncle,Yes,15,No,,Don't Know,No,,,, ,Not Employed And Not Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Yes,No,317062
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,72,Maternal Grandmother,Yes,49,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,1000-2499,Average,Daily,Somewhat,Daily,2-3 Times A Week,0,No,Yes,No,No,No,No,No,Yes,Yes,< 500 Kshs,Less Than Half Of All Expenses,Upon Request,1 4,No,Yes,No,No,Yes,No,No,No,No,No,No,No, ,< 500 Kshs,Satisfied,Yes,10 Or More Hours,1 2 4,Yes,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,317072
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,32,Maternal Aunt,Yes,20,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,317032
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,52,Paternal Aunt,Yes,23,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Poor,1-3 Times In A Month,Not At All,Don't Know,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Don't Know,Somewhat Agree,Yes,No,317052
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,73,Maternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,317073
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,1,Biological Father,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,317001
FA25AB06-8B28-4FE1-92BC-39AFB42AF698,317,42,Maternal Uncle,Yes,16,No,,No,No,,,, ,Not Employed And Not Looking For Work,,Very Poor,Daily,Not At All,2-3 Times A Week,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Agree,Yes,No,317042
283427F1-595C-4C42-8EFD-48C395D01C54,194,2,Sibling (Sister),Yes,0,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,194002
283427F1-595C-4C42-8EFD-48C395D01C54,194,34,Maternal Aunt,Yes,Don't Know,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Poor,1-3 Times In A Month,Somewhat,Once A Week,Once A Week,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Agree,Yes,No,194034
283427F1-595C-4C42-8EFD-48C395D01C54,194,1,Biological Father,Yes,Don't Know,No,,Don't Know,,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,194001
283427F1-595C-4C42-8EFD-48C395D01C54,194,33,Maternal Aunt,Yes,Don't Know,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Poor,1-3 Times In A Month,Not At All,1-3 Times In A Month,Once A Week,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,194033
283427F1-595C-4C42-8EFD-48C395D01C54,194,72,Maternal Grandmother,Yes,Don't Know,No,,No,No,,,, ,Employed Part Time,Don't Know,Poor,Once A Week,Somewhat,Once A Week,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1,Yes,No,No,No,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,194072
283427F1-595C-4C42-8EFD-48C395D01C54,194,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,194074
283427F1-595C-4C42-8EFD-48C395D01C54,194,32,Maternal Aunt,Yes,Don't Know,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Poor,Once A Week,Somewhat,1-3 Times In A Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,194032
283427F1-595C-4C42-8EFD-48C395D01C54,194,73,Maternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,194073
283427F1-595C-4C42-8EFD-48C395D01C54,194,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,194075
98D62044-A773-45F3-AB63-E67F60CA7C33,183,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,183075
98D62044-A773-45F3-AB63-E67F60CA7C33,183,73,Maternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,183073
98D62044-A773-45F3-AB63-E67F60CA7C33,183,72,Maternal Grandmother,Yes,46,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,2-3 Times A Week,Somewhat,1-3 Times In A Month,2-3 Times A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,183072
98D62044-A773-45F3-AB63-E67F60CA7C33,183,12,Sibling (Sister),Yes,0,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,183012
98D62044-A773-45F3-AB63-E67F60CA7C33,183,1,Biological Father,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,183001
98D62044-A773-45F3-AB63-E67F60CA7C33,183,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,183074
69E801E9-1480-4CB3-9213-9F00A4023B36,233,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,233074
69E801E9-1480-4CB3-9213-9F00A4023B36,233,73,Maternal Grandfather,Yes,Don't Know,Yes,,No,,,,, ,Employed Full Time,Don't Know,Poor,,,,, ,,,,,,,,Yes,Yes,2000 Kshs Or More,Don't Know,Regularly Every Month,1 2 3 4 5,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,1-2 hours,6,No,No,No,No,No,Yes,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,233073
69E801E9-1480-4CB3-9213-9F00A4023B36,233,33,Maternal Aunt,Yes,12,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1 2 4,Yes,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Somewhat Agree,Agree,Somewhat Agree,Agree,Yes,No,233033
69E801E9-1480-4CB3-9213-9F00A4023B36,233,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,233075
69E801E9-1480-4CB3-9213-9F00A4023B36,233,1,Biological Father,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,233001
69E801E9-1480-4CB3-9213-9F00A4023B36,233,42,Maternal Uncle,Yes,5,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,233042
69E801E9-1480-4CB3-9213-9F00A4023B36,233,232,Maternal Aunt,Yes,16,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1 2 3 4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,233232
69E801E9-1480-4CB3-9213-9F00A4023B36,233,72,Maternal Grandmother,Yes,Don't Know,Yes,,No,,,,, ,Employed Full Time,Don't Know,Poor,,,,, ,,,,,,,,Yes,Yes,2000 Kshs Or More,More Than Half Of All Expenses,Regularly Every Month,1 2 3 4 5,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,2000 Kshs Or More,Satisfied,Yes,1-2 hours,1 2 6,Yes,Yes,No,No,No,Yes,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,233072
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,43,Maternal Uncle,Yes,13,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Average,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,10 Or More Hours,1 4,Yes,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Agree,Agree,Yes,No,367043
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,72,Maternal Grandmother,Yes,38,Yes,,No,,,,, ,Employed Part Time,Don't Know,Average,,,,, ,,,,,,,,Yes,Yes,Unsure/Don't Know,Half Of All Expenses,Regularly Every Month,97,No,No,No,No,No,No,No,No,No,No,Yes,No,Money for school fees,2000 Kshs Or More,Satisfied,Yes,3-5 Hours,1 2 3,Yes,Yes,Yes,No,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,367072
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,73,Maternal Grandfather,Yes,48,Yes,,No,,,,, ,Employed Full Time,Don't Know,Average,,,,, ,,,,,,,,Yes,Yes,Unsure/Don't Know,More Than Half Of All Expenses,Regularly Every Month,1,No,Yes,No,No,No,No,No,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,367073
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,74,Paternal Grandmother,Yes,Don't Know,No,,No,No,,,, ,Employed Full Time,Don't Know,Rich,Not In The last Month,0,1-3 Times In A Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,367074
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,32,Maternal Aunt,Yes,24,No,,No,Yes,< 1 Hour,Walk,0-49 KSH,Not in good term now,Not Employed And Looking For Work,,Average,2-3 Times A Week,Not At All,2-3 Times A Week,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Somewhat Agree,Don't Agree,Somewhat Agree,Yes,No,367032
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,64,Paternal Uncle,Yes,Don't Know,No,,Don't Know,,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Agree,Yes,No,367064
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,62,Paternal Uncle,Yes,Don't Know,No,,No,No,,,, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Agree,Yes,No,367062
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,42,Maternal Uncle,Yes,16,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Average,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,10 Or More Hours,1 2 4,Yes,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Agree,Agree,Yes,No,367042
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,1,Biological Father,Yes,Don't Know,No,,No,No,,,, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,Yes,No,367001
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,63,Paternal Uncle,Yes,Don't Know,No,,Don't Know,,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Agree,Yes,No,367063
F8CBAFE5-4553-47E0-B3A0-2F513AE9CA5D,367,75, Paternal Grandfather,Yes,Don't Know,No,,No,No,,,, ,Employed Part Time,Don't Know,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,367075
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,12,Sibling (Brother),Yes,19,Yes,,No,,,,, ,Not Employed And Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,1 2 3 4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Agree,Agree,Yes,No,396012
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,72,Maternal Grandmother,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396072
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,43,Maternal Uncle,Yes,Don't Know,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Don't Know,,Average,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Agree,Yes,No,396043
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,32,Maternal Aunt,Yes,Don't Know,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Don't Know,,Average,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,396032
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396075
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,114,Sibling (Sister),Yes,22,Yes,,Yes,,,,, ,Not Employed And Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,1 2 3 4 6,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Satisfied,Don't Agree,Agree,Agree,Agree,Yes,No,396114
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,33,Maternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396033
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,16,Sibling (Sister),Yes,17,No,,No,Yes,< 1 Hour,Matatu,100-249 KSH, ,Not Employed And Not Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,396016
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,117,Sibling (Sister),Yes,13,No,,No,Yes,< 1 Hour,Matatu,100-249 KSH, ,Not Employed And Not Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,396117
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,19,Sibling (Sister),Yes,7,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396019
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,44,Maternal Uncle,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396044
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,1,Biological Father,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396001
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,15,Sibling (Sister),Yes,21,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,396015
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396074
0677C3E6-7377-4767-8CEE-3FC3C7D05390,396,34,Maternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,396034
